bidding_exercise,date,year,category,premium,quota,total_bids_received,number_of_successful_bids,quarter,month,day,new_date
August 2011 First Open Bidding Exercise,2011-08-03 00:00:00,2011,cat_a,48801.0,566.0,1034.0,566.0,3,8,1,2011-08-01 00:00:00
August 2011 First Open Bidding Exercise,2011-08-03 00:00:00,2011,cat_b,70890.0,354.0,469.0,349.0,3,8,1,2011-08-01 00:00:00
August 2011 First Open Bidding Exercise,2011-08-03 00:00:00,2011,cat_d,1890.0,390.0,470.0,390.0,3,8,1,2011-08-01 00:00:00
August 2011 First Open Bidding Exercise,2011-08-03 00:00:00,2011,cat_c,34009.0,241.0,383.0,239.0,3,8,1,2011-08-01 00:00:00
August 2011 First Open Bidding Exercise,2011-08-03 00:00:00,2011,cat_e,70117.0,360.0,488.0,360.0,3,8,1,2011-08-01 00:00:00
July 2011 Second Open Bidding Exercise,2011-07-20 00:00:00,2011,cat_a,56002.0,510.0,776.0,501.0,3,7,15,2011-07-15 00:00:00
July 2011 Second Open Bidding Exercise,2011-07-20 00:00:00,2011,cat_b,72501.0,436.0,626.0,436.0,3,7,15,2011-07-15 00:00:00
July 2011 Second Open Bidding Exercise,2011-07-20 00:00:00,2011,cat_d,2012.0,332.0,496.0,332.0,3,7,15,2011-07-15 00:00:00
July 2011 Second Open Bidding Exercise,2011-07-20 00:00:00,2011,cat_c,34502.0,284.0,393.0,281.0,3,7,15,2011-07-15 00:00:00
July 2011 Second Open Bidding Exercise,2011-07-20 00:00:00,2011,cat_e,74490.0,335.0,459.0,328.0,3,7,15,2011-07-15 00:00:00
July 2011 First Open Bidding Exercise,2011-07-06 00:00:00,2011,cat_a,55989.0,514.0,839.0,497.0,3,7,1,2011-07-01 00:00:00
July 2011 First Open Bidding Exercise,2011-07-06 00:00:00,2011,cat_b,68501.0,445.0,728.0,444.0,3,7,1,2011-07-01 00:00:00
July 2011 First Open Bidding Exercise,2011-07-06 00:00:00,2011,cat_d,2360.0,325.0,369.0,323.0,3,7,1,2011-07-01 00:00:00
July 2011 First Open Bidding Exercise,2011-07-06 00:00:00,2011,cat_c,32590.0,276.0,375.0,276.0,3,7,1,2011-07-01 00:00:00
July 2011 First Open Bidding Exercise,2011-07-06 00:00:00,2011,cat_e,68811.0,372.0,509.0,342.0,3,7,1,2011-07-01 00:00:00
June 2011 Second Open Bidding Exercise,2011-06-22 00:00:00,2011,cat_a,50244.0,512.0,715.0,512.0,2,6,15,2011-06-15 00:00:00
June 2011 Second Open Bidding Exercise,2011-06-22 00:00:00,2011,cat_b,67700.0,423.0,684.0,410.0,2,6,15,2011-06-15 00:00:00
June 2011 Second Open Bidding Exercise,2011-06-22 00:00:00,2011,cat_d,2290.0,328.0,367.0,322.0,2,6,15,2011-06-15 00:00:00
June 2011 Second Open Bidding Exercise,2011-06-22 00:00:00,2011,cat_c,31089.0,279.0,391.0,270.0,2,6,15,2011-06-15 00:00:00
June 2011 Second Open Bidding Exercise,2011-06-22 00:00:00,2011,cat_e,65490.0,339.0,468.0,334.0,2,6,15,2011-06-15 00:00:00
June 2011 First Open Bidding Exercise,2011-06-08 00:00:00,2011,cat_a,53390.0,510.0,880.0,506.0,2,6,1,2011-06-01 00:00:00
June 2011 First Open Bidding Exercise,2011-06-08 00:00:00,2011,cat_b,63000.0,424.0,759.0,403.0,2,6,1,2011-06-01 00:00:00
June 2011 First Open Bidding Exercise,2011-06-08 00:00:00,2011,cat_d,2491.0,327.0,507.0,327.0,2,6,1,2011-06-01 00:00:00
June 2011 First Open Bidding Exercise,2011-06-08 00:00:00,2011,cat_c,29006.0,276.0,457.0,276.0,2,6,1,2011-06-01 00:00:00
June 2011 First Open Bidding Exercise,2011-06-08 00:00:00,2011,cat_e,62000.0,338.0,530.0,295.0,2,6,1,2011-06-01 00:00:00
May 2011 Second Open Bidding Exercise,2011-05-19 00:00:00,2011,cat_a,46989.0,523.0,760.0,521.0,2,5,15,2011-05-15 00:00:00
May 2011 Second Open Bidding Exercise,2011-05-19 00:00:00,2011,cat_b,56300.0,424.0,564.0,424.0,2,5,15,2011-05-15 00:00:00
May 2011 Second Open Bidding Exercise,2011-05-19 00:00:00,2011,cat_d,2013.0,326.0,486.0,324.0,2,5,15,2011-05-15 00:00:00
May 2011 Second Open Bidding Exercise,2011-05-19 00:00:00,2011,cat_c,22989.0,283.0,381.0,279.0,2,5,15,2011-05-15 00:00:00
May 2011 Second Open Bidding Exercise,2011-05-19 00:00:00,2011,cat_e,56889.0,331.0,470.0,322.0,2,5,15,2011-05-15 00:00:00
May 2011 First Open Bidding Exercise,2011-05-05 00:00:00,2011,cat_a,44790.0,511.0,944.0,511.0,2,5,1,2011-05-01 00:00:00
May 2011 First Open Bidding Exercise,2011-05-05 00:00:00,2011,cat_b,56011.0,439.0,650.0,439.0,2,5,1,2011-05-01 00:00:00
May 2011 First Open Bidding Exercise,2011-05-05 00:00:00,2011,cat_d,2253.0,330.0,481.0,328.0,2,5,1,2011-05-01 00:00:00
May 2011 First Open Bidding Exercise,2011-05-05 00:00:00,2011,cat_c,21889.0,277.0,366.0,277.0,2,5,1,2011-05-01 00:00:00
May 2011 First Open Bidding Exercise,2011-05-05 00:00:00,2011,cat_e,56490.0,330.0,498.0,321.0,2,5,1,2011-05-01 00:00:00
April 2011 Second Open Bidding Exercise,2011-04-20 00:00:00,2011,cat_a,44000.0,565.0,964.0,552.0,2,4,15,2011-04-15 00:00:00
April 2011 Second Open Bidding Exercise,2011-04-20 00:00:00,2011,cat_b,56801.0,423.0,627.0,422.0,2,4,15,2011-04-15 00:00:00
April 2011 Second Open Bidding Exercise,2011-04-20 00:00:00,2011,cat_d,2502.0,326.0,478.0,326.0,2,4,15,2011-04-15 00:00:00
April 2011 Second Open Bidding Exercise,2011-04-20 00:00:00,2011,cat_c,23900.0,227.0,346.0,269.0,2,4,15,2011-04-15 00:00:00
April 2011 Second Open Bidding Exercise,2011-04-20 00:00:00,2011,cat_e,56001.0,330.0,484.0,329.0,2,4,15,2011-04-15 00:00:00
April 2011 First Open Bidding Exercise,2011-04-06 00:00:00,2011,cat_a,43212.0,512.0,813.0,511.0,2,4,1,2011-04-01 00:00:00
April 2011 First Open Bidding Exercise,2011-04-06 00:00:00,2011,cat_b,55001.0,425.0,542.0,410.0,2,4,1,2011-04-01 00:00:00
April 2011 First Open Bidding Exercise,2011-04-06 00:00:00,2011,cat_d,2490.0,340.0,500.0,335.0,2,4,1,2011-04-01 00:00:00
April 2011 First Open Bidding Exercise,2011-04-06 00:00:00,2011,cat_c,28189.0,276.0,316.0,275.0,2,4,1,2011-04-01 00:00:00
April 2011 First Open Bidding Exercise,2011-04-06 00:00:00,2011,cat_e,57100.0,341.0,454.0,340.0,2,4,1,2011-04-01 00:00:00
March 2011 Second Open Bidding Exercise,2011-03-23 00:00:00,2011,cat_a,43813.0,527.0,927.0,472.0,1,3,15,2011-03-15 00:00:00
March 2011 Second Open Bidding Exercise,2011-03-23 00:00:00,2011,cat_b,57002.0,424.0,579.0,424.0,1,3,15,2011-03-15 00:00:00
March 2011 Second Open Bidding Exercise,2011-03-23 00:00:00,2011,cat_d,2534.0,362.0,429.0,362.0,1,3,15,2011-03-15 00:00:00
March 2011 Second Open Bidding Exercise,2011-03-23 00:00:00,2011,cat_c,29690.0,281.0,371.0,279.0,1,3,15,2011-03-15 00:00:00
March 2011 Second Open Bidding Exercise,2011-03-23 00:00:00,2011,cat_e,59073.0,330.0,458.0,330.0,1,3,15,2011-03-15 00:00:00
March 2011 First Open Bidding Exercise,2011-03-09 00:00:00,2011,cat_a,42600.0,532.0,875.0,530.0,1,3,1,2011-03-01 00:00:00
March 2011 First Open Bidding Exercise,2011-03-09 00:00:00,2011,cat_b,61894.0,424.0,667.0,423.0,1,3,1,2011-03-01 00:00:00
March 2011 First Open Bidding Exercise,2011-03-09 00:00:00,2011,cat_d,2604.0,325.0,490.0,310.0,1,3,1,2011-03-01 00:00:00
March 2011 First Open Bidding Exercise,2011-03-09 00:00:00,2011,cat_c,30001.0,276.0,360.0,276.0,1,3,1,2011-03-01 00:00:00
March 2011 First Open Bidding Exercise,2011-03-09 00:00:00,2011,cat_e,62010.0,336.0,574.0,324.0,1,3,1,2011-03-01 00:00:00
February 2011 Second Open Bidding Exercise,2011-02-23 00:00:00,2011,cat_a,42999.0,511.0,788.0,494.0,1,2,15,2011-02-15 00:00:00
February 2011 Second Open Bidding Exercise,2011-02-23 00:00:00,2011,cat_b,62000.0,424.0,726.0,423.0,1,2,15,2011-02-15 00:00:00
February 2011 Second Open Bidding Exercise,2011-02-23 00:00:00,2011,cat_d,2001.0,330.0,461.0,294.0,1,2,15,2011-02-15 00:00:00
February 2011 Second Open Bidding Exercise,2011-02-23 00:00:00,2011,cat_c,29011.0,287.0,368.0,282.0,1,2,15,2011-02-15 00:00:00
February 2011 Second Open Bidding Exercise,2011-02-23 00:00:00,2011,cat_e,62001.0,336.0,558.0,335.0,1,2,15,2011-02-15 00:00:00
February 2011 First Open Bidding Exercise,2011-02-09 00:00:00,2011,cat_a,37124.0,523.0,1146.0,501.0,1,2,1,2011-02-01 00:00:00
February 2011 First Open Bidding Exercise,2011-02-09 00:00:00,2011,cat_b,53400.0,431.0,640.0,431.0,1,2,1,2011-02-01 00:00:00
February 2011 First Open Bidding Exercise,2011-02-09 00:00:00,2011,cat_d,1819.0,328.0,417.0,328.0,1,2,1,2011-02-01 00:00:00
February 2011 First Open Bidding Exercise,2011-02-09 00:00:00,2011,cat_c,28589.0,275.0,356.0,275.0,1,2,1,2011-02-01 00:00:00
February 2011 First Open Bidding Exercise,2011-02-09 00:00:00,2011,cat_e,58890.0,333.0,648.0,326.0,1,2,1,2011-02-01 00:00:00
January 2011 Second Open Bidding Exercise,2011-01-19 00:00:00,2011,cat_a,40123.0,607.0,1091.0,606.0,1,1,15,2011-01-15 00:00:00
January 2011 Second Open Bidding Exercise,2011-01-19 00:00:00,2011,cat_b,58910.0,483.0,700.0,482.0,1,1,15,2011-01-15 00:00:00
January 2011 Second Open Bidding Exercise,2011-01-19 00:00:00,2011,cat_d,1690.0,339.0,458.0,335.0,1,1,15,2011-01-15 00:00:00
January 2011 Second Open Bidding Exercise,2011-01-19 00:00:00,2011,cat_c,30000.0,207.0,272.0,196.0,1,1,15,2011-01-15 00:00:00
January 2011 Second Open Bidding Exercise,2011-01-19 00:00:00,2011,cat_e,67009.0,319.0,433.0,312.0,1,1,15,2011-01-15 00:00:00
January 2011 First Open Bidding Exercise,2011-01-05 00:00:00,2011,cat_a,38889.0,614.0,1192.0,602.0,1,1,1,2011-01-01 00:00:00
January 2011 First Open Bidding Exercise,2011-01-05 00:00:00,2011,cat_b,69000.0,481.0,790.0,474.0,1,1,1,2011-01-01 00:00:00
January 2011 First Open Bidding Exercise,2011-01-05 00:00:00,2011,cat_d,1503.0,340.0,398.0,337.0,1,1,1,2011-01-01 00:00:00
January 2011 First Open Bidding Exercise,2011-01-05 00:00:00,2011,cat_c,35111.0,205.0,294.0,205.0,1,1,1,2011-01-01 00:00:00
January 2011 First Open Bidding Exercise,2011-01-05 00:00:00,2011,cat_e,75789.0,309.0,475.0,305.0,1,1,1,2011-01-01 00:00:00
December 2010 Second Open Bidding Exercise,2010-12-22 00:00:00,2010,cat_a,46129.0,617.0,755.0,607.0,4,12,15,2010-12-15 00:00:00
December 2010 Second Open Bidding Exercise,2010-12-22 00:00:00,2010,cat_b,72001.0,499.0,872.0,494.0,4,12,15,2010-12-15 00:00:00
December 2010 Second Open Bidding Exercise,2010-12-22 00:00:00,2010,cat_d,1551.0,369.0,406.0,362.0,4,12,15,2010-12-15 00:00:00
December 2010 Second Open Bidding Exercise,2010-12-22 00:00:00,2010,cat_c,33501.0,208.0,300.0,205.0,4,12,15,2010-12-15 00:00:00
December 2010 Second Open Bidding Exercise,2010-12-22 00:00:00,2010,cat_e,76102.0,311.0,463.0,302.0,4,12,15,2010-12-15 00:00:00
December 2010 First Open Bidding Exercise,2010-12-08 00:00:00,2010,cat_a,47604.0,598.0,1020.0,582.0,4,12,1,2010-12-01 00:00:00
December 2010 First Open Bidding Exercise,2010-12-08 00:00:00,2010,cat_b,62502.0,479.0,1034.0,477.0,4,12,1,2010-12-01 00:00:00
December 2010 First Open Bidding Exercise,2010-12-08 00:00:00,2010,cat_d,1701.0,337.0,410.0,329.0,4,12,1,2010-12-01 00:00:00
December 2010 First Open Bidding Exercise,2010-12-08 00:00:00,2010,cat_c,32001.0,208.0,294.0,207.0,4,12,1,2010-12-01 00:00:00
December 2010 First Open Bidding Exercise,2010-12-08 00:00:00,2010,cat_e,64900.0,313.0,674.0,313.0,4,12,1,2010-12-01 00:00:00
November 2010 Second Open Bidding Exercise,2010-11-18 00:00:00,2010,cat_a,39000.0,597.0,833.0,577.0,4,11,15,2010-11-15 00:00:00
November 2010 Second Open Bidding Exercise,2010-11-18 00:00:00,2010,cat_b,47890.0,480.0,709.0,459.0,4,11,15,2010-11-15 00:00:00
November 2010 Second Open Bidding Exercise,2010-11-18 00:00:00,2010,cat_d,1502.0,361.0,424.0,324.0,4,11,15,2010-11-15 00:00:00
November 2010 Second Open Bidding Exercise,2010-11-18 00:00:00,2010,cat_c,31202.0,205.0,241.0,202.0,4,11,15,2010-11-15 00:00:00
November 2010 Second Open Bidding Exercise,2010-11-18 00:00:00,2010,cat_e,49890.0,333.0,634.0,332.0,4,11,15,2010-11-15 00:00:00
November 2010 First Open Bidding Exercise,2010-11-03 00:00:00,2010,cat_a,34001.0,598.0,843.0,598.0,4,11,1,2010-11-01 00:00:00
November 2010 First Open Bidding Exercise,2010-11-03 00:00:00,2010,cat_b,45501.0,482.0,718.0,482.0,4,11,1,2010-11-01 00:00:00
November 2010 First Open Bidding Exercise,2010-11-03 00:00:00,2010,cat_d,1452.0,357.0,414.0,352.0,4,11,1,2010-11-01 00:00:00
November 2010 First Open Bidding Exercise,2010-11-03 00:00:00,2010,cat_c,31006.0,205.0,270.0,201.0,4,11,1,2010-11-01 00:00:00
November 2010 First Open Bidding Exercise,2010-11-03 00:00:00,2010,cat_e,46001.0,316.0,497.0,312.0,4,11,1,2010-11-01 00:00:00
October 2010 Second Open Bidding Exercise,2010-10-20 00:00:00,2010,cat_a,32415.0,647.0,817.0,647.0,4,10,15,2010-10-15 00:00:00
October 2010 Second Open Bidding Exercise,2010-10-20 00:00:00,2010,cat_b,44600.0,479.0,766.0,478.0,4,10,15,2010-10-15 00:00:00
October 2010 Second Open Bidding Exercise,2010-10-20 00:00:00,2010,cat_d,1689.0,333.0,430.0,304.0,4,10,15,2010-10-15 00:00:00
October 2010 Second Open Bidding Exercise,2010-10-20 00:00:00,2010,cat_c,30511.0,210.0,287.0,210.0,4,10,15,2010-10-15 00:00:00
October 2010 Second Open Bidding Exercise,2010-10-20 00:00:00,2010,cat_e,44900.0,311.0,455.0,287.0,4,10,15,2010-10-15 00:00:00
October 2010 First Open Bidding Exercise,2010-10-06 00:00:00,2010,cat_a,33132.0,601.0,722.0,601.0,4,10,1,2010-10-01 00:00:00
October 2010 First Open Bidding Exercise,2010-10-06 00:00:00,2010,cat_b,42801.0,479.0,630.0,476.0,4,10,1,2010-10-01 00:00:00
October 2010 First Open Bidding Exercise,2010-10-06 00:00:00,2010,cat_d,1502.0,345.0,422.0,320.0,4,10,1,2010-10-01 00:00:00
October 2010 First Open Bidding Exercise,2010-10-06 00:00:00,2010,cat_c,30889.0,218.0,287.0,217.0,4,10,1,2010-10-01 00:00:00
October 2010 First Open Bidding Exercise,2010-10-06 00:00:00,2010,cat_e,44090.0,311.0,518.0,304.0,4,10,1,2010-10-01 00:00:00
September 2010 Second Open Bidding Exercise,2010-09-22 00:00:00,2010,cat_a,30001.0,597.0,993.0,547.0,3,9,15,2010-09-15 00:00:00
September 2010 Second Open Bidding Exercise,2010-09-22 00:00:00,2010,cat_b,42501.0,488.0,648.0,488.0,3,9,15,2010-09-15 00:00:00
September 2010 Second Open Bidding Exercise,2010-09-22 00:00:00,2010,cat_d,1452.0,338.0,364.0,337.0,3,9,15,2010-09-15 00:00:00
September 2010 Second Open Bidding Exercise,2010-09-22 00:00:00,2010,cat_c,31001.0,206.0,271.0,201.0,3,9,15,2010-09-15 00:00:00
September 2010 Second Open Bidding Exercise,2010-09-22 00:00:00,2010,cat_e,43290.0,309.0,520.0,307.0,3,9,15,2010-09-15 00:00:00
September 2010 First Open Bidding Exercise,2010-09-08 00:00:00,2010,cat_a,33089.0,631.0,775.0,628.0,3,9,1,2010-09-01 00:00:00
September 2010 First Open Bidding Exercise,2010-09-08 00:00:00,2010,cat_b,44129.0,479.0,757.0,479.0,3,9,1,2010-09-01 00:00:00
September 2010 First Open Bidding Exercise,2010-09-08 00:00:00,2010,cat_d,1502.0,342.0,453.0,329.0,3,9,1,2010-09-01 00:00:00
September 2010 First Open Bidding Exercise,2010-09-08 00:00:00,2010,cat_c,33000.0,204.0,291.0,190.0,3,9,1,2010-09-01 00:00:00
September 2010 First Open Bidding Exercise,2010-09-08 00:00:00,2010,cat_e,44001.0,310.0,460.0,308.0,3,9,1,2010-09-01 00:00:00
August 2010 Second Open Bidding Exercise,2010-08-18 00:00:00,2010,cat_a,29000.0,606.0,975.0,606.0,3,8,15,2010-08-15 00:00:00
August 2010 Second Open Bidding Exercise,2010-08-18 00:00:00,2010,cat_b,42810.0,482.0,683.0,472.0,3,8,15,2010-08-15 00:00:00
August 2010 Second Open Bidding Exercise,2010-08-18 00:00:00,2010,cat_d,1251.0,335.0,369.0,330.0,3,8,15,2010-08-15 00:00:00
August 2010 Second Open Bidding Exercise,2010-08-18 00:00:00,2010,cat_c,30002.0,206.0,275.0,205.0,3,8,15,2010-08-15 00:00:00
August 2010 Second Open Bidding Exercise,2010-08-18 00:00:00,2010,cat_e,43501.0,315.0,583.0,315.0,3,8,15,2010-08-15 00:00:00
August 2010 First Open Bidding Exercise,2010-08-04 00:00:00,2010,cat_a,32104.0,622.0,786.0,589.0,3,8,1,2010-08-01 00:00:00
August 2010 First Open Bidding Exercise,2010-08-04 00:00:00,2010,cat_b,43334.0,479.0,662.0,479.0,3,8,1,2010-08-01 00:00:00
August 2010 First Open Bidding Exercise,2010-08-04 00:00:00,2010,cat_d,1301.0,336.0,384.0,326.0,3,8,1,2010-08-01 00:00:00
August 2010 First Open Bidding Exercise,2010-08-04 00:00:00,2010,cat_c,30112.0,205.0,284.0,205.0,3,8,1,2010-08-01 00:00:00
August 2010 First Open Bidding Exercise,2010-08-04 00:00:00,2010,cat_e,42901.0,309.0,594.0,308.0,3,8,1,2010-08-01 00:00:00
July 2010 Second Open Bidding Exercise,2010-07-21 00:00:00,2010,cat_a,36162.0,699.0,967.0,691.0,3,7,15,2010-07-15 00:00:00
July 2010 Second Open Bidding Exercise,2010-07-21 00:00:00,2010,cat_b,42889.0,552.0,890.0,548.0,3,7,15,2010-07-15 00:00:00
July 2010 Second Open Bidding Exercise,2010-07-21 00:00:00,2010,cat_d,1290.0,337.0,372.0,334.0,3,7,15,2010-07-15 00:00:00
July 2010 Second Open Bidding Exercise,2010-07-21 00:00:00,2010,cat_c,30601.0,183.0,285.0,182.0,3,7,15,2010-07-15 00:00:00
July 2010 Second Open Bidding Exercise,2010-07-21 00:00:00,2010,cat_e,43565.0,363.0,725.0,357.0,3,7,15,2010-07-15 00:00:00
July 2010 First Open Bidding Exercise,2010-07-07 00:00:00,2010,cat_a,29501.0,700.0,893.0,676.0,3,7,1,2010-07-01 00:00:00
July 2010 First Open Bidding Exercise,2010-07-07 00:00:00,2010,cat_b,35909.0,557.0,671.0,557.0,3,7,1,2010-07-01 00:00:00
July 2010 First Open Bidding Exercise,2010-07-07 00:00:00,2010,cat_d,1320.0,351.0,476.0,347.0,3,7,1,2010-07-01 00:00:00
July 2010 First Open Bidding Exercise,2010-07-07 00:00:00,2010,cat_c,31389.0,177.0,277.0,176.0,3,7,1,2010-07-01 00:00:00
July 2010 First Open Bidding Exercise,2010-07-07 00:00:00,2010,cat_e,41010.0,399.0,660.0,399.0,3,7,1,2010-07-01 00:00:00
June 2010 Second Open Bidding Exercise,2010-06-23 00:00:00,2010,cat_a,31510.0,699.0,902.0,697.0,2,6,15,2010-06-15 00:00:00
June 2010 Second Open Bidding Exercise,2010-06-23 00:00:00,2010,cat_b,39911.0,557.0,720.0,554.0,2,6,15,2010-06-15 00:00:00
June 2010 Second Open Bidding Exercise,2010-06-23 00:00:00,2010,cat_d,1454.0,340.0,376.0,339.0,2,6,15,2010-06-15 00:00:00
June 2010 Second Open Bidding Exercise,2010-06-23 00:00:00,2010,cat_c,31689.0,182.0,253.0,175.0,2,6,15,2010-06-15 00:00:00
June 2010 Second Open Bidding Exercise,2010-06-23 00:00:00,2010,cat_e,41006.0,362.0,682.0,359.0,2,6,15,2010-06-15 00:00:00
June 2010 First Open Bidding Exercise,2010-06-09 00:00:00,2010,cat_a,30051.0,706.0,1107.0,704.0,2,6,1,2010-06-01 00:00:00
June 2010 First Open Bidding Exercise,2010-06-09 00:00:00,2010,cat_b,40002.0,553.0,779.0,546.0,2,6,1,2010-06-01 00:00:00
June 2010 First Open Bidding Exercise,2010-06-09 00:00:00,2010,cat_d,1452.0,359.0,504.0,344.0,2,6,1,2010-06-01 00:00:00
June 2010 First Open Bidding Exercise,2010-06-09 00:00:00,2010,cat_c,30189.0,178.0,273.0,177.0,2,6,1,2010-06-01 00:00:00
June 2010 First Open Bidding Exercise,2010-06-09 00:00:00,2010,cat_e,41000.0,361.0,639.0,322.0,2,6,1,2010-06-01 00:00:00
May 2010 Second Open Bidding Exercise,2010-05-19 00:00:00,2010,cat_a,27389.0,699.0,1036.0,697.0,2,5,15,2010-05-15 00:00:00
May 2010 Second Open Bidding Exercise,2010-05-19 00:00:00,2010,cat_b,34600.0,561.0,715.0,553.0,2,5,15,2010-05-15 00:00:00
May 2010 Second Open Bidding Exercise,2010-05-19 00:00:00,2010,cat_d,1312.0,364.0,468.0,360.0,2,5,15,2010-05-15 00:00:00
May 2010 Second Open Bidding Exercise,2010-05-19 00:00:00,2010,cat_c,29389.0,176.0,296.0,170.0,2,5,15,2010-05-15 00:00:00
May 2010 Second Open Bidding Exercise,2010-05-19 00:00:00,2010,cat_e,39000.0,367.0,608.0,365.0,2,5,15,2010-05-15 00:00:00
May 2010 First Open Bidding Exercise,2010-05-05 00:00:00,2010,cat_a,26102.0,806.0,1294.0,798.0,2,5,1,2010-05-01 00:00:00
May 2010 First Open Bidding Exercise,2010-05-05 00:00:00,2010,cat_b,38000.0,550.0,869.0,547.0,2,5,1,2010-05-01 00:00:00
May 2010 First Open Bidding Exercise,2010-05-05 00:00:00,2010,cat_d,1252.0,340.0,415.0,317.0,2,5,1,2010-05-01 00:00:00
May 2010 First Open Bidding Exercise,2010-05-05 00:00:00,2010,cat_c,32501.0,189.0,329.0,187.0,2,5,1,2010-05-01 00:00:00
May 2010 First Open Bidding Exercise,2010-05-05 00:00:00,2010,cat_e,39002.0,404.0,857.0,403.0,2,5,1,2010-05-01 00:00:00
April 2010 Second Open Bidding Exercise,2010-04-21 00:00:00,2010,cat_a,30000.0,706.0,1242.0,704.0,2,4,15,2010-04-15 00:00:00
April 2010 Second Open Bidding Exercise,2010-04-21 00:00:00,2010,cat_b,40001.0,561.0,896.0,549.0,2,4,15,2010-04-15 00:00:00
April 2010 Second Open Bidding Exercise,2010-04-21 00:00:00,2010,cat_d,1253.0,339.0,383.0,311.0,2,4,15,2010-04-15 00:00:00
April 2010 Second Open Bidding Exercise,2010-04-21 00:00:00,2010,cat_c,35556.0,203.0,298.0,203.0,2,4,15,2010-04-15 00:00:00
April 2010 Second Open Bidding Exercise,2010-04-21 00:00:00,2010,cat_e,43003.0,390.0,709.0,383.0,2,4,15,2010-04-15 00:00:00
April 2010 First Open Bidding Exercise,2010-04-07 00:00:00,2010,cat_a,34001.0,705.0,1379.0,597.0,2,4,1,2010-04-01 00:00:00
April 2010 First Open Bidding Exercise,2010-04-07 00:00:00,2010,cat_b,45501.0,571.0,858.0,571.0,2,4,1,2010-04-01 00:00:00
April 2010 First Open Bidding Exercise,2010-04-07 00:00:00,2010,cat_d,1221.0,338.0,409.0,334.0,2,4,1,2010-04-01 00:00:00
April 2010 First Open Bidding Exercise,2010-04-07 00:00:00,2010,cat_c,36511.0,180.0,329.0,167.0,2,4,1,2010-04-01 00:00:00
April 2010 First Open Bidding Exercise,2010-04-07 00:00:00,2010,cat_e,49000.0,372.0,856.0,328.0,2,4,1,2010-04-01 00:00:00
March 2010 Second Open Bidding Exercise,2010-03-24 00:00:00,2010,cat_a,28389.0,1146.0,2183.0,1137.0,1,3,15,2010-03-15 00:00:00
March 2010 Second Open Bidding Exercise,2010-03-24 00:00:00,2010,cat_b,36089.0,711.0,1207.0,699.0,1,3,15,2010-03-15 00:00:00
March 2010 Second Open Bidding Exercise,2010-03-24 00:00:00,2010,cat_d,1200.0,371.0,495.0,368.0,1,3,15,2010-03-15 00:00:00
March 2010 Second Open Bidding Exercise,2010-03-24 00:00:00,2010,cat_c,32890.0,168.0,341.0,141.0,1,3,15,2010-03-15 00:00:00
March 2010 Second Open Bidding Exercise,2010-03-24 00:00:00,2010,cat_e,42001.0,584.0,1507.0,554.0,1,3,15,2010-03-15 00:00:00
March 2010 First Open Bidding Exercise,2010-03-10 00:00:00,2010,cat_a,20802.0,1148.0,1758.0,1141.0,1,3,1,2010-03-01 00:00:00
March 2010 First Open Bidding Exercise,2010-03-10 00:00:00,2010,cat_b,26389.0,688.0,1087.0,667.0,1,3,1,2010-03-01 00:00:00
March 2010 First Open Bidding Exercise,2010-03-10 00:00:00,2010,cat_d,1159.0,385.0,467.0,383.0,1,3,1,2010-03-01 00:00:00
March 2010 First Open Bidding Exercise,2010-03-10 00:00:00,2010,cat_c,27001.0,168.0,257.0,164.0,1,3,1,2010-03-01 00:00:00
March 2010 First Open Bidding Exercise,2010-03-10 00:00:00,2010,cat_e,27590.0,587.0,1184.0,575.0,1,3,1,2010-03-01 00:00:00
February 2010 Second Open Bidding Exercise,2010-02-24 00:00:00,2010,cat_a,20340.0,1148.0,1493.0,1148.0,1,2,15,2010-02-15 00:00:00
February 2010 Second Open Bidding Exercise,2010-02-24 00:00:00,2010,cat_b,23889.0,685.0,956.0,658.0,1,2,15,2010-02-15 00:00:00
February 2010 Second Open Bidding Exercise,2010-02-24 00:00:00,2010,cat_d,1001.0,363.0,472.0,355.0,1,2,15,2010-02-15 00:00:00
February 2010 Second Open Bidding Exercise,2010-02-24 00:00:00,2010,cat_c,23501.0,173.0,285.0,170.0,1,2,15,2010-02-15 00:00:00
February 2010 Second Open Bidding Exercise,2010-02-24 00:00:00,2010,cat_e,24229.0,590.0,1255.0,587.0,1,2,15,2010-02-15 00:00:00
February 2010 First Open Bidding Exercise,2010-02-03 00:00:00,2010,cat_a,19989.0,1154.0,1326.0,1153.0,1,2,1,2010-02-01 00:00:00
February 2010 First Open Bidding Exercise,2010-02-03 00:00:00,2010,cat_b,23180.0,693.0,930.0,690.0,1,2,1,2010-02-01 00:00:00
February 2010 First Open Bidding Exercise,2010-02-03 00:00:00,2010,cat_d,852.0,371.0,525.0,349.0,1,2,1,2010-02-01 00:00:00
February 2010 First Open Bidding Exercise,2010-02-03 00:00:00,2010,cat_c,21390.0,165.0,250.0,162.0,1,2,1,2010-02-01 00:00:00
February 2010 First Open Bidding Exercise,2010-02-03 00:00:00,2010,cat_e,22401.0,601.0,1069.0,596.0,1,2,1,2010-02-01 00:00:00
January 2010 Second Open Bidding Exercise,2010-01-20 00:00:00,2010,cat_a,20501.0,1151.0,1673.0,1149.0,1,1,15,2010-01-15 00:00:00
