bidding_exercise,date,year,category,premium,quota,total_bids_received,number_of_successful_bids,quarter,month,day,new_date,total_motor_veh,cat_a,month_lag,year_lag,total_motor_veh_dereg,cat_a_dereg,gdp,quarter_lag,year_lag2,quarter_lag2,total_pop,pop_density,total_pop_growth,average_income,median_income,average_employed_income,median_employed_income,close,air_departures,birth_rate
April 2015 Second Open Bidding Exercise,2015-04-22 00:00:00,2015,cat_a,67601.0,987.0,2055.0,979.0,2,4,15,2015-04-15 00:00:00,963711.0,329163.0,5.0,2015.0,8207.0,3618.0,6.2,3.0,2015.0,4.0,5535002.0,7697.0,1.2,9495.0,6819.0,10515.0,7624.0,3539.95,2151585.0,9.7
April 2015 First Open Bidding Exercise,2015-04-08 00:00:00,2015,cat_a,67749.0,988.0,2340.0,970.0,2,4,1,2015-04-01 00:00:00,963711.0,329163.0,5.0,2015.0,8207.0,3618.0,6.2,3.0,2015.0,4.0,5535002.0,7697.0,1.2,9495.0,6819.0,10515.0,7624.0,3447.02,2151585.0,9.7
March 2015 Second Open Bidding Exercise,2015-03-18 00:00:00,2015,cat_a,64700.0,987.0,2251.0,987.0,1,3,15,2015-03-15 00:00:00,965910.0,330915.0,4.0,2015.0,9448.0,4030.0,6.3,2.0,2015.0,3.0,5535002.0,7697.0,1.2,9495.0,6819.0,10515.0,7624.0,,2245963.0,9.7
March 2015 First Open Bidding Exercise,2015-03-04 00:00:00,2015,cat_a,61410.0,987.0,2120.0,986.0,1,3,1,2015-03-01 00:00:00,965910.0,330915.0,4.0,2015.0,9448.0,4030.0,6.3,2.0,2015.0,3.0,5535002.0,7697.0,1.2,9495.0,6819.0,10515.0,7624.0,,2245963.0,9.7
February 2015 Second Open Bidding Exercise,2015-02-17 00:00:00,2015,cat_a,57199.0,988.0,1294.0,988.0,1,2,15,2015-02-15 00:00:00,969019.0,332987.0,3.0,2015.0,5337.0,2142.0,6.3,2.0,2015.0,3.0,5535002.0,7697.0,1.2,9495.0,6819.0,10515.0,7624.0,,2056989.0,9.7
February 2015 First Open Bidding Exercise,2015-02-04 00:00:00,2015,cat_a,62002.0,992.0,1295.0,991.0,1,2,1,2015-02-01 00:00:00,969019.0,332987.0,3.0,2015.0,5337.0,2142.0,6.3,2.0,2015.0,3.0,5535002.0,7697.0,1.2,9495.0,6819.0,10515.0,7624.0,,2056989.0,9.7
January 2015 Second Open Bidding Exercise,2015-01-21 00:00:00,2015,cat_a,65001.0,705.0,1068.0,703.0,1,1,15,2015-01-15 00:00:00,970052.0,333823.0,2.0,2015.0,7383.0,3174.0,6.3,2.0,2015.0,3.0,5535002.0,7697.0,1.2,9495.0,6819.0,10515.0,7624.0,3338.84,2112813.0,9.7
January 2015 First Open Bidding Exercise,2015-01-07 00:00:00,2015,cat_a,66010.0,704.0,940.0,698.0,1,1,1,2015-01-01 00:00:00,970052.0,333823.0,2.0,2015.0,7383.0,3174.0,6.3,2.0,2015.0,3.0,5535002.0,7697.0,1.2,9495.0,6819.0,10515.0,7624.0,,2112813.0,9.7
December 2014 Second Open Bidding Exercise,2014-12-17 00:00:00,2014,cat_a,65889.0,705.0,868.0,699.0,4,12,15,2014-12-15 00:00:00,972037.0,335450.0,1.0,2015.0,5767.0,2263.0,4.5,1.0,2015.0,2.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3294.14,2488481.0,9.8
December 2014 First Open Bidding Exercise,2014-12-03 00:00:00,2014,cat_a,67089.0,709.0,996.0,703.0,4,12,1,2014-12-01 00:00:00,972037.0,335450.0,1.0,2015.0,5767.0,2263.0,4.5,1.0,2015.0,2.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3305.64,2488481.0,9.8
November 2014 Second Open Bidding Exercise,2014-11-19 00:00:00,2014,cat_a,67889.0,701.0,1144.0,694.0,4,11,15,2014-11-15 00:00:00,972551.0,336231.0,12.0,2014.0,5379.0,2068.0,4.5,1.0,2015.0,2.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,,2233049.0,9.8
November 2014 First Open Bidding Exercise,2014-11-05 00:00:00,2014,cat_a,64900.0,703.0,1196.0,692.0,4,11,1,2014-11-01 00:00:00,972551.0,336231.0,12.0,2014.0,5379.0,2068.0,4.5,1.0,2015.0,2.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,,2233049.0,9.8
October 2014 Second Open Bidding Exercise,2014-10-23 00:00:00,2014,cat_a,63990.0,572.0,1092.0,569.0,4,10,15,2014-10-15 00:00:00,972840.0,337030.0,11.0,2014.0,5488.0,2080.0,4.5,1.0,2015.0,2.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3198.72,2219441.0,9.8
October 2014 First Open Bidding Exercise,2014-10-09 00:00:00,2014,cat_a,63880.0,575.0,1097.0,570.0,4,10,1,2014-10-01 00:00:00,972840.0,337030.0,11.0,2014.0,5488.0,2080.0,4.5,1.0,2015.0,2.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3264.09,2219441.0,9.8
September 2014 Second Open Bidding Exercise,2014-09-17 00:00:00,2014,cat_a,62000.0,573.0,792.0,573.0,3,9,15,2014-09-15 00:00:00,973004.0,337849.0,10.0,2014.0,5142.0,1875.0,3.7,4.0,2015.0,1.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3312.47,2094124.0,9.8
September 2014 First Open Bidding Exercise,2014-09-03 00:00:00,2014,cat_a,64841.0,572.0,813.0,568.0,3,9,1,2014-09-01 00:00:00,973004.0,337849.0,10.0,2014.0,5142.0,1875.0,3.7,4.0,2015.0,1.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3314.13,2094124.0,9.8
August 2014 Second Open Bidding Exercise,2014-08-20 00:00:00,2014,cat_a,65710.0,575.0,994.0,574.0,3,8,15,2014-08-15 00:00:00,972438.0,338468.0,9.0,2014.0,4892.0,1415.0,3.7,4.0,2015.0,1.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3314.77,2291337.0,9.8
August 2014 First Open Bidding Exercise,2014-08-06 00:00:00,2014,cat_a,64600.0,574.0,1086.0,574.0,3,8,1,2014-08-01 00:00:00,972438.0,338468.0,9.0,2014.0,4892.0,1415.0,3.7,4.0,2015.0,1.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3344.42,2291337.0,9.8
July 2014 Second Open Bidding Exercise,2014-07-23 00:00:00,2014,cat_a,62890.0,509.0,1190.0,505.0,3,7,15,2014-07-15 00:00:00,972079.0,338802.0,8.0,2014.0,4834.0,1507.0,3.7,4.0,2015.0,1.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3291.42,2221346.0,9.8
July 2014 First Open Bidding Exercise,2014-07-09 00:00:00,2014,cat_a,61990.0,513.0,1075.0,511.0,3,7,1,2014-07-01 00:00:00,972079.0,338802.0,8.0,2014.0,4834.0,1507.0,3.7,4.0,2015.0,1.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3242.64,2221346.0,9.8
June 2014 Second Open Bidding Exercise,2014-06-18 00:00:00,2014,cat_a,61899.0,509.0,1040.0,506.0,2,6,15,2014-06-15 00:00:00,971871.0,339372.0,7.0,2014.0,4133.0,1291.0,2.9,3.0,2014.0,4.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,,2283458.0,9.8
June 2014 First Open Bidding Exercise,2014-06-04 00:00:00,2014,cat_a,63190.0,507.0,1040.0,499.0,2,6,1,2014-06-01 00:00:00,971871.0,339372.0,7.0,2014.0,4133.0,1291.0,2.9,3.0,2014.0,4.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,,2283458.0,9.8
May 2014 Second Open Bidding Exercise,2014-05-21 00:00:00,2014,cat_a,65689.0,509.0,997.0,506.0,2,5,15,2014-05-15 00:00:00,971285.0,339700.0,6.0,2014.0,3876.0,1271.0,2.9,3.0,2014.0,4.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3272.49,2169010.0,9.8
May 2014 First Open Bidding Exercise,2014-05-07 00:00:00,2014,cat_a,60002.0,513.0,676.0,512.0,2,5,1,2014-05-01 00:00:00,971285.0,339700.0,6.0,2014.0,3876.0,1271.0,2.9,3.0,2014.0,4.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,,2169010.0,9.8
April 2014 Second Open Bidding Exercise,2014-04-23 00:00:00,2014,cat_a,71335.0,361.0,513.0,357.0,2,4,15,2014-04-15 00:00:00,971305.0,340066.0,5.0,2014.0,4858.0,1347.0,2.9,3.0,2014.0,4.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3246.32,2155835.0,9.8
April 2014 First Open Bidding Exercise,2014-04-09 00:00:00,2014,cat_a,77400.0,367.0,537.0,360.0,2,4,1,2014-04-01 00:00:00,971305.0,340066.0,5.0,2014.0,4858.0,1347.0,2.9,3.0,2014.0,4.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3198.52,2155835.0,9.8
March 2014 Second Open Bidding Exercise,2014-03-19 00:00:00,2014,cat_a,78602.0,362.0,577.0,360.0,1,3,15,2014-03-15 00:00:00,972527.0,340645.0,4.0,2014.0,5805.0,1330.0,3.5,2.0,2014.0,3.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,,2219050.0,9.8
March 2014 First Open Bidding Exercise,2014-03-05 00:00:00,2014,cat_a,76999.0,365.0,615.0,356.0,1,3,1,2014-03-01 00:00:00,972527.0,340645.0,4.0,2014.0,5805.0,1330.0,3.5,2.0,2014.0,3.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,,2219050.0,9.8
February 2014 Second Open Bidding Exercise,2014-02-19 00:00:00,2014,cat_a,77201.0,362.0,700.0,358.0,1,2,15,2014-02-15 00:00:00,974095.0,341169.0,3.0,2014.0,3917.0,1104.0,3.5,2.0,2014.0,3.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,,1988492.0,9.8
February 2014 First Open Bidding Exercise,2014-02-05 00:00:00,2014,cat_a,71564.0,362.0,719.0,356.0,1,2,1,2014-02-01 00:00:00,974095.0,341169.0,3.0,2014.0,3917.0,1104.0,3.5,2.0,2014.0,3.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,,1988492.0,9.8
January 2014 Second Open Bidding Exercise,2014-01-22 00:00:00,2014,cat_a,72290.0,368.0,724.0,364.0,1,1,15,2014-01-15 00:00:00,974495.0,341519.0,2.0,2014.0,3630.0,1011.0,3.5,2.0,2014.0,3.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3143.25,2256458.0,9.8
January 2014 First Open Bidding Exercise,2014-01-08 00:00:00,2014,cat_a,72369.0,364.0,623.0,361.0,1,1,1,2014-01-01 00:00:00,974495.0,341519.0,2.0,2014.0,3630.0,1011.0,3.5,2.0,2014.0,3.0,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,,2256458.0,9.8
December 2013 Second Open Bidding Exercise,2013-12-18 00:00:00,2013,cat_a,74002.0,367.0,574.0,363.0,4,12,15,2013-12-15 00:00:00,974170.0,341686.0,1.0,2014.0,3307.0,804.0,4.8,1.0,2014.0,2.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,,2483789.0,9.3
December 2013 First Open Bidding Exercise,2013-12-04 00:00:00,2013,cat_a,73160.0,364.0,591.0,364.0,4,12,1,2013-12-01 00:00:00,974170.0,341686.0,1.0,2014.0,3307.0,804.0,4.8,1.0,2014.0,2.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,,2483789.0,9.3
November 2013 Second Open Bidding Exercise,2013-11-20 00:00:00,2013,cat_a,74991.0,364.0,650.0,361.0,4,11,15,2013-11-15 00:00:00,972740.0,341757.0,12.0,2013.0,3372.0,759.0,4.8,1.0,2014.0,2.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3201.27,2242642.0,9.3
November 2013 First Open Bidding Exercise,2013-11-06 00:00:00,2013,cat_a,72609.0,368.0,590.0,368.0,4,11,1,2013-11-01 00:00:00,972740.0,341757.0,12.0,2013.0,3372.0,759.0,4.8,1.0,2014.0,2.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3201.2,2242642.0,9.3
October 2013 Second Open Bidding Exercise,2013-10-23 00:00:00,2013,cat_a,76889.0,373.0,596.0,373.0,4,10,15,2013-10-15 00:00:00,972676.0,341869.0,11.0,2013.0,3388.0,798.0,4.8,1.0,2014.0,2.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,,2183361.0,9.3
October 2013 First Open Bidding Exercise,2013-10-09 00:00:00,2013,cat_a,85000.0,365.0,615.0,361.0,4,10,1,2013-10-01 00:00:00,972676.0,341869.0,11.0,2013.0,3388.0,798.0,4.8,1.0,2014.0,2.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3181.5,2183361.0,9.3
September 2013 Second Open Bidding Exercise,2013-09-18 00:00:00,2013,cat_a,83751.0,370.0,654.0,361.0,3,9,15,2013-09-15 00:00:00,972153.0,342017.0,10.0,2013.0,2828.0,719.0,6.4,4.0,2014.0,1.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,,2086775.0,9.3
September 2013 First Open Bidding Exercise,2013-09-04 00:00:00,2013,cat_a,77304.0,366.0,609.0,365.0,3,9,1,2013-09-01 00:00:00,972153.0,342017.0,10.0,2013.0,2828.0,719.0,6.4,4.0,2014.0,1.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,,2086775.0,9.3
August 2013 Second Open Bidding Exercise,2013-08-21 00:00:00,2013,cat_a,76223.0,366.0,596.0,360.0,3,8,15,2013-08-15 00:00:00,971189.0,341798.0,9.0,2013.0,2975.0,643.0,6.4,4.0,2014.0,1.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3220.92,2297446.0,9.3
August 2013 First Open Bidding Exercise,2013-08-07 00:00:00,2013,cat_a,75556.0,373.0,754.0,371.0,3,8,1,2013-08-01 00:00:00,971189.0,341798.0,9.0,2013.0,2975.0,643.0,6.4,4.0,2014.0,1.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3243.29,2297446.0,9.3
July 2013 Second Open Bidding Exercise,2013-07-17 00:00:00,2013,cat_a,73989.0,334.0,621.0,332.0,3,7,15,2013-07-15 00:00:00,970640.0,341766.0,8.0,2013.0,3512.0,722.0,6.4,4.0,2014.0,1.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3236.82,2189193.0,9.3
July 2013 First Open Bidding Exercise,2013-07-03 00:00:00,2013,cat_a,73100.0,338.0,716.0,328.0,3,7,1,2013-07-01 00:00:00,970640.0,341766.0,8.0,2013.0,3512.0,722.0,6.4,4.0,2014.0,1.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3140.93,2189193.0,9.3
June 2013 Second Open Bidding Exercise,2013-06-19 00:00:00,2013,cat_a,69903.0,342.0,788.0,341.0,2,6,15,2013-06-15 00:00:00,970136.0,341774.0,7.0,2013.0,3688.0,713.0,3.2,3.0,2013.0,4.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,,2282765.0,9.3
June 2013 First Open Bidding Exercise,2013-06-05 00:00:00,2013,cat_a,67301.0,341.0,855.0,336.0,2,6,1,2013-06-01 00:00:00,970136.0,341774.0,7.0,2013.0,3688.0,713.0,3.2,3.0,2013.0,4.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,,2282765.0,9.3
May 2013 Second Open Bidding Exercise,2013-05-22 00:00:00,2013,cat_a,64839.0,333.0,888.0,324.0,2,5,15,2013-05-15 00:00:00,969472.0,341620.0,6.0,2013.0,3689.0,971.0,3.2,3.0,2013.0,4.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3441.53,2124178.0,9.3
May 2013 First Open Bidding Exercise,2013-05-08 00:00:00,2013,cat_a,62999.0,336.0,912.0,329.0,2,5,1,2013-05-01 00:00:00,969472.0,341620.0,6.0,2013.0,3689.0,971.0,3.2,3.0,2013.0,4.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,,2124178.0,9.3
April 2013 Second Open Bidding Exercise,2013-04-24 00:00:00,2013,cat_a,62497.0,333.0,993.0,333.0,2,4,15,2013-04-15 00:00:00,969171.0,341611.0,5.0,2013.0,4156.0,1033.0,3.2,3.0,2013.0,4.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3284.37,2060941.0,9.3
April 2013 First Open Bidding Exercise,2013-04-10 00:00:00,2013,cat_a,61029.0,341.0,966.0,339.0,2,4,1,2013-04-01 00:00:00,969171.0,341611.0,5.0,2013.0,4156.0,1033.0,3.2,3.0,2013.0,4.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3307.58,2060941.0,9.3
March 2013 Second Open Bidding Exercise,2013-03-27 00:00:00,2013,cat_a,64209.0,337.0,923.0,337.0,1,3,15,2013-03-15 00:00:00,969728.0,341880.0,4.0,2013.0,3781.0,864.0,3.0,2.0,2013.0,3.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3286.05,2252444.0,9.3
March 2013 First Open Bidding Exercise,2013-03-13 00:00:00,2013,cat_a,74689.0,336.0,1180.0,329.0,1,3,1,2013-03-01 00:00:00,969728.0,341880.0,4.0,2013.0,3781.0,864.0,3.0,2.0,2013.0,3.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3269.5,2252444.0,9.3
February 2013 Second Open Bidding Exercise,2013-02-20 00:00:00,2013,cat_a,78301.0,333.0,427.0,329.0,1,2,15,2013-02-15 00:00:00,970117.0,342025.0,3.0,2013.0,2922.0,601.0,3.0,2.0,2013.0,3.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3283.07,2020099.0,9.3
February 2013 First Open Bidding Exercise,2013-02-06 00:00:00,2013,cat_a,87109.0,335.0,418.0,333.0,1,2,1,2013-02-01 00:00:00,970117.0,342025.0,3.0,2013.0,2922.0,601.0,3.0,2.0,2013.0,3.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3291.14,2020099.0,9.3
January 2013 Second Open Bidding Exercise,2013-01-23 00:00:00,2013,cat_a,91010.0,409.0,489.0,409.0,1,1,15,2013-01-15 00:00:00,970300.0,342088.0,2.0,2013.0,3883.0,702.0,3.0,2.0,2013.0,3.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3196.07,2051368.0,9.3
January 2013 First Open Bidding Exercise,2013-01-09 00:00:00,2013,cat_a,92100.0,410.0,555.0,409.0,1,1,1,2013-01-01 00:00:00,970300.0,342088.0,2.0,2013.0,3883.0,702.0,3.0,2.0,2013.0,3.0,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,,2051368.0,9.3
December 2012 Second Open Bidding Exercise,2012-12-19 00:00:00,2012,cat_a,81889.0,395.0,499.0,378.0,4,12,15,2012-12-15 00:00:00,969910.0,341824.0,1.0,2013.0,3153.0,600.0,4.9,1.0,2013.0,2.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,,2367320.0,10.1
December 2012 First Open Bidding Exercise,2012-12-05 00:00:00,2012,cat_a,78523.0,395.0,482.0,378.0,4,12,1,2012-12-01 00:00:00,969910.0,341824.0,1.0,2013.0,3153.0,600.0,4.9,1.0,2013.0,2.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,,2367320.0,10.1
November 2012 Second Open Bidding Exercise,2012-11-21 00:00:00,2012,cat_a,77291.0,396.0,540.0,393.0,4,11,15,2012-11-15 00:00:00,969260.0,341631.0,12.0,2012.0,3071.0,546.0,4.9,1.0,2013.0,2.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,2945.92,2168916.0,10.1
November 2012 First Open Bidding Exercise,2012-11-07 00:00:00,2012,cat_a,77201.0,395.0,621.0,393.0,4,11,1,2012-11-01 00:00:00,969260.0,341631.0,12.0,2012.0,3071.0,546.0,4.9,1.0,2013.0,2.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3026.61,2168916.0,10.1
October 2012 Second Open Bidding Exercise,2012-10-17 00:00:00,2012,cat_a,71001.0,393.0,509.0,390.0,4,10,15,2012-10-15 00:00:00,968636.0,341122.0,11.0,2012.0,3210.0,569.0,4.9,1.0,2013.0,2.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3043.05,2084166.0,10.1
October 2012 First Open Bidding Exercise,2012-10-03 00:00:00,2012,cat_a,69000.0,401.0,506.0,399.0,4,10,1,2012-10-01 00:00:00,968636.0,341122.0,11.0,2012.0,3210.0,569.0,4.9,1.0,2013.0,2.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3057.86,2084166.0,10.1
September 2012 Second Open Bidding Exercise,2012-09-19 00:00:00,2012,cat_a,63000.0,402.0,486.0,402.0,3,9,15,2012-09-15 00:00:00,968142.0,340724.0,10.0,2012.0,2968.0,479.0,2.3,4.0,2013.0,1.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,,1933488.0,10.1
September 2012 First Open Bidding Exercise,2012-09-05 00:00:00,2012,cat_a,68000.0,399.0,518.0,391.0,3,9,1,2012-09-01 00:00:00,968142.0,340724.0,10.0,2012.0,2968.0,479.0,2.3,4.0,2013.0,1.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,,1933488.0,10.1
August 2012 Second Open Bidding Exercise,2012-08-23 00:00:00,2012,cat_a,66889.0,400.0,530.0,391.0,3,8,15,2012-08-15 00:00:00,967171.0,340228.0,9.0,2012.0,3001.0,531.0,2.3,4.0,2013.0,1.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3062.11,2079477.0,10.1
August 2012 First Open Bidding Exercise,2012-08-08 00:00:00,2012,cat_a,73501.0,421.0,724.0,415.0,3,8,1,2012-08-01 00:00:00,967171.0,340228.0,9.0,2012.0,3001.0,531.0,2.3,4.0,2013.0,1.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3051.08,2079477.0,10.1
July 2012 Second Open Bidding Exercise,2012-07-18 00:00:00,2012,cat_a,68656.0,676.0,911.0,669.0,3,7,15,2012-07-15 00:00:00,966531.0,339853.0,8.0,2012.0,2966.0,571.0,2.3,4.0,2013.0,1.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,,2090097.0,10.1
July 2012 First Open Bidding Exercise,2012-07-04 00:00:00,2012,cat_a,59421.0,641.0,872.0,613.0,3,7,1,2012-07-01 00:00:00,966531.0,339853.0,8.0,2012.0,2966.0,571.0,2.3,4.0,2013.0,1.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,,2090097.0,10.1
June 2012 Second Open Bidding Exercise,2012-06-20 00:00:00,2012,cat_a,59004.0,633.0,920.0,577.0,2,6,15,2012-06-15 00:00:00,965192.0,339483.0,7.0,2012.0,2522.0,513.0,7.3,3.0,2012.0,4.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,2811.0,2107380.0,10.1
June 2012 First Open Bidding Exercise,2012-06-06 00:00:00,2012,cat_a,59003.0,668.0,1004.0,647.0,2,6,1,2012-06-01 00:00:00,965192.0,339483.0,7.0,2012.0,2522.0,513.0,7.3,3.0,2012.0,4.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,2745.71,2107380.0,10.1
May 2012 Second Open Bidding Exercise,2012-05-23 00:00:00,2012,cat_a,58001.0,630.0,945.0,617.0,2,5,15,2012-05-15 00:00:00,963621.0,338822.0,6.0,2012.0,2756.0,591.0,7.3,3.0,2012.0,4.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,2876.7,2014832.0,10.1
May 2012 First Open Bidding Exercise,2012-05-09 00:00:00,2012,cat_a,62600.0,641.0,822.0,593.0,2,5,1,2012-05-01 00:00:00,963621.0,338822.0,6.0,2012.0,2756.0,591.0,7.3,3.0,2012.0,4.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,,2014832.0,10.1
April 2012 Second Open Bidding Exercise,2012-04-18 00:00:00,2012,cat_a,64201.0,629.0,1011.0,618.0,2,4,15,2012-04-15 00:00:00,962430.0,338458.0,5.0,2012.0,2963.0,578.0,7.3,3.0,2012.0,4.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,,2043602.0,10.1
April 2012 First Open Bidding Exercise,2012-04-04 00:00:00,2012,cat_a,58501.0,637.0,960.0,615.0,2,4,1,2012-04-01 00:00:00,962430.0,338458.0,5.0,2012.0,2963.0,578.0,7.3,3.0,2012.0,4.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,,2043602.0,10.1
March 2012 Second Open Bidding Exercise,2012-03-21 00:00:00,2012,cat_a,56501.0,636.0,1067.0,626.0,1,3,15,2012-03-15 00:00:00,961160.0,338060.0,4.0,2012.0,2910.0,604.0,5.4,2.0,2012.0,3.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3025.84,2091947.0,10.1
March 2012 First Open Bidding Exercise,2012-03-07 00:00:00,2012,cat_a,56551.0,667.0,912.0,649.0,1,3,1,2012-03-01 00:00:00,961160.0,338060.0,4.0,2012.0,2910.0,604.0,5.4,2.0,2012.0,3.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,2978.84,2091947.0,10.1
February 2012 Second Open Bidding Exercise,2012-02-22 00:00:00,2012,cat_a,57009.0,624.0,1017.0,607.0,1,2,15,2012-02-15 00:00:00,959699.0,337550.0,3.0,2012.0,2502.0,542.0,5.4,2.0,2012.0,3.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3011.68,1835669.0,10.1
February 2012 First Open Bidding Exercise,2012-02-08 00:00:00,2012,cat_a,52809.0,619.0,1058.0,571.0,1,2,1,2012-02-01 00:00:00,959699.0,337550.0,3.0,2012.0,2502.0,542.0,5.4,2.0,2012.0,3.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,2904.76,1835669.0,10.1
January 2012 Second Open Bidding Exercise,2012-01-18 00:00:00,2012,cat_a,48112.0,657.0,903.0,652.0,1,1,15,2012-01-15 00:00:00,957863.0,336938.0,2.0,2012.0,2327.0,438.0,5.4,2.0,2012.0,3.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,,2036751.0,10.1
January 2012 First Open Bidding Exercise,2012-01-05 00:00:00,2012,cat_a,46889.0,554.0,901.0,554.0,1,1,1,2012-01-01 00:00:00,957863.0,336938.0,2.0,2012.0,2327.0,438.0,5.4,2.0,2012.0,3.0,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,,2036751.0,10.1
December 2011 Second Open Bidding Exercise,2011-12-21 00:00:00,2011,cat_a,50001.0,566.0,878.0,457.0,4,12,15,2011-12-15 00:00:00,956704.0,336515.0,1.0,2012.0,2331.0,423.0,5.0,1.0,2012.0,2.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2635.25,2192763.0,9.5
December 2011 First Open Bidding Exercise,2011-12-07 00:00:00,2011,cat_a,52392.0,549.0,781.0,543.0,4,12,1,2011-12-01 00:00:00,956704.0,336515.0,1.0,2012.0,2331.0,423.0,5.0,1.0,2012.0,2.0,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2761.88,2192763.0,9.5
