bidding_exercise,date_x,year,category,premium,quota,total_bids_received,number_of_successful_bids,quarter,month,day,new_date,total_motor_veh,cat_a,month_lag_x,year_lag_x,total_motor_veh_dereg,cat_a_dereg,date_y,month_lag_y,year_lag_y,gdp,year_lag,quarter_lag,year_lag2,quarter_lag2,total_pop,pop_density,total_pop_growth,average_income,median_income,average_employed_income,median_employed_income,close,day_lag,month_lag,air_departures,birth_rate
December 2015 First Open Bidding Exercise,2015-12-09 00:00:00,2015,cat_a,56989.0,1698.0,2132.0,1696.0,4,12,1,2015-12-01 00:00:00,957931.0,322876.0,12,2015,9503.0,4216.0,2015-11-01,12,2015,6.2,2015,3,2015,4,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,2897.6945454545453,1,12,2343936.0,9.8
November 2015 Second Open Bidding Exercise,2015-11-18 00:00:00,2015,cat_a,59200.0,1662.0,2140.0,1650.0,4,11,15,2015-11-15 00:00:00,958651.0,323528.0,11,2015,9892.0,4496.0,2015-10-01,11,2015,6.2,2015,3,2015,4,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,2925.191,15,11,2278858.0,9.8
November 2015 First Open Bidding Exercise,2015-11-04 00:00:00,2015,cat_a,56001.0,1664.0,2009.0,1623.0,4,11,1,2015-11-01 00:00:00,958651.0,323528.0,11,2015,9892.0,4496.0,2015-10-01,11,2015,6.2,2015,3,2015,4,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3033.126666666667,1,11,2278858.0,9.8
October 2015 Second Open Bidding Exercise,2015-10-21 00:00:00,2015,cat_a,57301.0,1690.0,2229.0,1684.0,4,10,15,2015-10-15 00:00:00,959314.0,324357.0,10,2015,9103.0,3756.0,2015-09-01,10,2015,6.2,2015,3,2015,4,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,2884.061111111111,15,10,2192314.0,9.8
October 2015 First Open Bidding Exercise,2015-10-07 00:00:00,2015,cat_a,56001.0,1687.0,2210.0,1679.0,4,10,1,2015-10-01 00:00:00,959314.0,324357.0,10,2015,9103.0,3756.0,2015-09-01,10,2015,6.2,2015,3,2015,4,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,2844.177272727273,1,10,2192314.0,9.8
September 2015 Second Open Bidding Exercise,2015-09-23 00:00:00,2015,cat_a,55399.0,1687.0,2276.0,1684.0,3,9,15,2015-09-15 00:00:00,960196.0,325302.0,9,2015,8358.0,3252.0,2015-08-01,9,2015,6.3,2015,2,2015,3,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3149.0575,15,9,2447055.0,9.8
September 2015 First Open Bidding Exercise,2015-09-09 00:00:00,2015,cat_a,57089.0,1688.0,2553.0,1688.0,3,9,1,2015-09-01 00:00:00,960196.0,325302.0,9,2015,8358.0,3252.0,2015-08-01,9,2015,6.3,2015,2,2015,3,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,2960.411818181818,1,9,2447055.0,9.8
August 2015 Second Open Bidding Exercise,2015-08-19 00:00:00,2015,cat_a,57498.0,1756.0,2597.0,1756.0,3,8,15,2015-08-15 00:00:00,960873.0,326108.0,8,2015,7976.0,3798.0,2015-07-01,8,2015,6.3,2015,2,2015,3,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3313.557,15,8,2381169.0,9.8
August 2015 First Open Bidding Exercise,2015-08-05 00:00:00,2015,cat_a,56209.0,1688.0,2446.0,1687.0,3,8,1,2015-08-01 00:00:00,960873.0,326108.0,8,2015,7976.0,3798.0,2015-07-01,8,2015,6.3,2015,2,2015,3,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3319.66,1,8,2381169.0,9.8
July 2015 Second Open Bidding Exercise,2015-07-22 00:00:00,2015,cat_a,55889.0,1435.0,1966.0,1365.0,3,7,15,2015-07-15 00:00:00,963759.0,328129.0,7,2015,7931.0,3761.0,2015-06-01,7,2015,6.3,2015,2,2015,3,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3334.667777777778,15,7,2278717.0,9.8
July 2015 First Open Bidding Exercise,2015-07-08 00:00:00,2015,cat_a,58700.0,1466.0,1891.0,1464.0,3,7,1,2015-07-01 00:00:00,963759.0,328129.0,7,2015,7931.0,3761.0,2015-06-01,7,2015,6.3,2015,2,2015,3,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3318.585833333333,1,7,2278717.0,9.8
June 2015 Second Open Bidding Exercise,2015-06-17 00:00:00,2015,cat_a,61000.0,1429.0,1766.0,1421.0,2,6,15,2015-06-15 00:00:00,962756.0,328037.0,6,2015,7689.0,3627.0,2015-05-01,6,2015,4.5,2015,1,2015,2,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3457.838888888889,15,6,2250744.0,9.8
June 2015 First Open Bidding Exercise,2015-06-04 00:00:00,2015,cat_a,66000.0,1432.0,1943.0,1393.0,2,6,1,2015-06-01 00:00:00,962756.0,328037.0,6,2015,7689.0,3627.0,2015-05-01,6,2015,4.5,2015,1,2015,2,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3442.0072727272727,1,6,2250744.0,9.8
May 2015 Second Open Bidding Exercise,2015-05-20 00:00:00,2015,cat_a,66590.0,1434.0,2351.0,1431.0,2,5,15,2015-05-15 00:00:00,963711.0,329163.0,5,2015,8207.0,3618.0,2015-04-01,5,2015,4.5,2015,1,2015,2,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3468.681111111111,15,5,2151585.0,9.8
May 2015 First Open Bidding Exercise,2015-05-06 00:00:00,2015,cat_a,68589.0,1444.0,2891.0,1438.0,2,5,1,2015-05-01 00:00:00,963711.0,329163.0,5,2015,8207.0,3618.0,2015-04-01,5,2015,4.5,2015,1,2015,2,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3508.84,1,5,2151585.0,9.8
April 2015 Second Open Bidding Exercise,2015-04-22 00:00:00,2015,cat_a,67601.0,987.0,2055.0,979.0,2,4,15,2015-04-15 00:00:00,965910.0,330915.0,4,2015,9448.0,4030.0,2015-03-01,4,2015,4.5,2015,1,2015,2,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3397.21,15,4,2245963.0,9.8
April 2015 First Open Bidding Exercise,2015-04-08 00:00:00,2015,cat_a,67749.0,988.0,2340.0,970.0,2,4,1,2015-04-01 00:00:00,965910.0,330915.0,4,2015,9448.0,4030.0,2015-03-01,4,2015,4.5,2015,1,2015,2,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3410.9758333333334,1,4,2245963.0,9.8
March 2015 Second Open Bidding Exercise,2015-03-18 00:00:00,2015,cat_a,64700.0,987.0,2251.0,987.0,1,3,15,2015-03-15 00:00:00,969019.0,332987.0,3,2015,5337.0,2142.0,2015-02-01,3,2015,3.7,2014,4,2015,1,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3422.91,15,3,2056989.0,9.8
March 2015 First Open Bidding Exercise,2015-03-04 00:00:00,2015,cat_a,61410.0,987.0,2120.0,986.0,1,3,1,2015-03-01 00:00:00,969019.0,332987.0,3,2015,5337.0,2142.0,2015-02-01,3,2015,3.7,2014,4,2015,1,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3425.93875,1,3,2056989.0,9.8
February 2015 Second Open Bidding Exercise,2015-02-17 00:00:00,2015,cat_a,57199.0,988.0,1294.0,988.0,1,2,15,2015-02-15 00:00:00,970052.0,333823.0,2,2015,7383.0,3174.0,2015-01-01,2,2015,3.7,2014,4,2015,1,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3330.538888888889,15,2,2112813.0,9.8
February 2015 First Open Bidding Exercise,2015-02-04 00:00:00,2015,cat_a,62002.0,992.0,1295.0,991.0,1,2,1,2015-02-01 00:00:00,970052.0,333823.0,2,2015,7383.0,3174.0,2015-01-01,2,2015,3.7,2014,4,2015,1,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3371.4675,1,2,2112813.0,9.8
January 2015 Second Open Bidding Exercise,2015-01-21 00:00:00,2015,cat_a,65001.0,705.0,1068.0,703.0,1,1,15,2015-01-15 00:00:00,972037.0,335450.0,1,2015,5767.0,2263.0,2014-12-01,1,2015,3.7,2014,4,2015,1,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3314.6879999999996,15,1,2488481.0,9.8
January 2015 First Open Bidding Exercise,2015-01-07 00:00:00,2015,cat_a,66010.0,704.0,940.0,698.0,1,1,1,2015-01-01 00:00:00,972037.0,335450.0,1,2015,5767.0,2263.0,2014-12-01,1,2015,3.7,2014,4,2015,1,5469724.0,7615.0,1.3,9176.0,6500.0,10244.0,7400.0,3310.1375000000003,1,1,2488481.0,9.8
December 2014 Second Open Bidding Exercise,2014-12-17 00:00:00,2014,cat_a,65889.0,705.0,868.0,699.0,4,12,15,2014-12-15 00:00:00,972551.0,336231.0,12,2014,5379.0,2068.0,2014-11-01,12,2014,2.9,2014,3,2014,4,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3293.488,15,12,2233049.0,9.3
December 2014 First Open Bidding Exercise,2014-12-03 00:00:00,2014,cat_a,67089.0,709.0,996.0,703.0,4,12,1,2014-12-01 00:00:00,972551.0,336231.0,12,2014,5379.0,2068.0,2014-11-01,12,2014,2.9,2014,3,2014,4,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3332.4519999999998,1,12,2233049.0,9.3
November 2014 Second Open Bidding Exercise,2014-11-19 00:00:00,2014,cat_a,67889.0,701.0,1144.0,694.0,4,11,15,2014-11-15 00:00:00,972840.0,337030.0,11,2014,5488.0,2080.0,2014-10-01,11,2014,2.9,2014,3,2014,4,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3232.9344444444446,15,11,2219441.0,9.3
November 2014 First Open Bidding Exercise,2014-11-05 00:00:00,2014,cat_a,64900.0,703.0,1196.0,692.0,4,11,1,2014-11-01 00:00:00,972840.0,337030.0,11,2014,5488.0,2080.0,2014-10-01,11,2014,2.9,2014,3,2014,4,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3211.1541666666667,1,11,2219441.0,9.3
October 2014 Second Open Bidding Exercise,2014-10-23 00:00:00,2014,cat_a,63990.0,572.0,1092.0,569.0,4,10,15,2014-10-15 00:00:00,973004.0,337849.0,10,2014,5142.0,1875.0,2014-09-01,10,2014,2.9,2014,3,2014,4,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3338.8880000000004,15,10,2094124.0,9.3
October 2014 First Open Bidding Exercise,2014-10-09 00:00:00,2014,cat_a,63880.0,575.0,1097.0,570.0,4,10,1,2014-10-01 00:00:00,973004.0,337849.0,10,2014,5142.0,1875.0,2014-09-01,10,2014,2.9,2014,3,2014,4,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3293.42,1,10,2094124.0,9.3
September 2014 Second Open Bidding Exercise,2014-09-17 00:00:00,2014,cat_a,62000.0,573.0,792.0,573.0,3,9,15,2014-09-15 00:00:00,972438.0,338468.0,9,2014,4892.0,1415.0,2014-08-01,9,2014,3.5,2014,2,2014,3,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3311.9909999999995,15,9,2291337.0,9.3
September 2014 First Open Bidding Exercise,2014-09-03 00:00:00,2014,cat_a,64841.0,572.0,813.0,568.0,3,9,1,2014-09-01 00:00:00,972438.0,338468.0,9,2014,4892.0,1415.0,2014-08-01,9,2014,3.5,2014,2,2014,3,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3324.4809090909093,1,9,2291337.0,9.3
August 2014 Second Open Bidding Exercise,2014-08-20 00:00:00,2014,cat_a,65710.0,575.0,994.0,574.0,3,8,15,2014-08-15 00:00:00,972079.0,338802.0,8,2014,4834.0,1507.0,2014-07-01,8,2014,3.5,2014,2,2014,3,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3275.653,15,8,2221346.0,9.3
August 2014 First Open Bidding Exercise,2014-08-06 00:00:00,2014,cat_a,64600.0,574.0,1086.0,574.0,3,8,1,2014-08-01 00:00:00,972079.0,338802.0,8,2014,4834.0,1507.0,2014-07-01,8,2014,3.5,2014,2,2014,3,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3331.0833333333335,1,8,2221346.0,9.3
July 2014 Second Open Bidding Exercise,2014-07-23 00:00:00,2014,cat_a,62890.0,509.0,1190.0,505.0,3,7,15,2014-07-15 00:00:00,971871.0,339372.0,7,2014,4133.0,1291.0,2014-06-01,7,2014,3.5,2014,2,2014,3,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3293.347,15,7,2283458.0,9.3
July 2014 First Open Bidding Exercise,2014-07-09 00:00:00,2014,cat_a,61990.0,513.0,1075.0,511.0,3,7,1,2014-07-01 00:00:00,971871.0,339372.0,7,2014,4133.0,1291.0,2014-06-01,7,2014,3.5,2014,2,2014,3,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3268.689090909091,1,7,2283458.0,9.3
June 2014 Second Open Bidding Exercise,2014-06-18 00:00:00,2014,cat_a,61899.0,509.0,1040.0,506.0,2,6,15,2014-06-15 00:00:00,971285.0,339700.0,6,2014,3876.0,1271.0,2014-05-01,6,2014,4.8,2014,1,2014,2,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3244.685,15,6,2169010.0,9.3
June 2014 First Open Bidding Exercise,2014-06-04 00:00:00,2014,cat_a,63190.0,507.0,1040.0,499.0,2,6,1,2014-06-01 00:00:00,971285.0,339700.0,6,2014,3876.0,1271.0,2014-05-01,6,2014,4.8,2014,1,2014,2,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3274.4816666666666,1,6,2169010.0,9.3
May 2014 Second Open Bidding Exercise,2014-05-21 00:00:00,2014,cat_a,65689.0,509.0,997.0,506.0,2,5,15,2014-05-15 00:00:00,971305.0,340066.0,5,2014,4858.0,1347.0,2014-04-01,5,2014,4.8,2014,1,2014,2,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3204.831,15,5,2155835.0,9.3
May 2014 First Open Bidding Exercise,2014-05-07 00:00:00,2014,cat_a,60002.0,513.0,676.0,512.0,2,5,1,2014-05-01 00:00:00,971305.0,340066.0,5,2014,4858.0,1347.0,2014-04-01,5,2014,4.8,2014,1,2014,2,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3258.3045454545454,1,5,2155835.0,9.3
April 2014 Second Open Bidding Exercise,2014-04-23 00:00:00,2014,cat_a,71335.0,361.0,513.0,357.0,2,4,15,2014-04-15 00:00:00,972527.0,340645.0,4,2014,5805.0,1330.0,2014-03-01,4,2014,4.8,2014,1,2014,2,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3108.282,15,4,2219050.0,9.3
April 2014 First Open Bidding Exercise,2014-04-09 00:00:00,2014,cat_a,77400.0,367.0,537.0,360.0,2,4,1,2014-04-01 00:00:00,972527.0,340645.0,4,2014,5805.0,1330.0,2014-03-01,4,2014,4.8,2014,1,2014,2,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3116.3536363636363,1,4,2219050.0,9.3
March 2014 Second Open Bidding Exercise,2014-03-19 00:00:00,2014,cat_a,78602.0,362.0,577.0,360.0,1,3,15,2014-03-15 00:00:00,974095.0,341169.0,3,2014,3917.0,1104.0,2014-02-01,3,2014,6.4,2013,4,2014,1,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3007.861,15,3,1988492.0,9.3
March 2014 First Open Bidding Exercise,2014-03-05 00:00:00,2014,cat_a,76999.0,365.0,615.0,356.0,1,3,1,2014-03-01 00:00:00,974095.0,341169.0,3,2014,3917.0,1104.0,2014-02-01,3,2014,6.4,2013,4,2014,1,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3092.065,1,3,1988492.0,9.3
February 2014 Second Open Bidding Exercise,2014-02-19 00:00:00,2014,cat_a,77201.0,362.0,700.0,358.0,1,2,15,2014-02-15 00:00:00,974495.0,341519.0,2,2014,3630.0,1011.0,2014-01-01,2,2014,6.4,2013,4,2014,1,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3138.8877777777775,15,2,2256458.0,9.3
February 2014 First Open Bidding Exercise,2014-02-05 00:00:00,2014,cat_a,71564.0,362.0,719.0,356.0,1,2,1,2014-02-01 00:00:00,974495.0,341519.0,2,2014,3630.0,1011.0,2014-01-01,2,2014,6.4,2013,4,2014,1,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3098.6275,1,2,2256458.0,9.3
January 2014 Second Open Bidding Exercise,2014-01-22 00:00:00,2014,cat_a,72290.0,368.0,724.0,364.0,1,1,15,2014-01-15 00:00:00,974170.0,341686.0,1,2014,3307.0,804.0,2013-12-01,1,2014,6.4,2013,4,2014,1,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3115.684,15,1,2483789.0,9.3
January 2014 First Open Bidding Exercise,2014-01-08 00:00:00,2014,cat_a,72369.0,364.0,623.0,361.0,1,1,1,2014-01-01 00:00:00,974170.0,341686.0,1,2014,3307.0,804.0,2013-12-01,1,2014,6.4,2013,4,2014,1,5399162.0,7540.0,1.6,8692.0,6257.0,9597.0,7000.0,3108.7436363636366,1,1,2483789.0,9.3
December 2013 Second Open Bidding Exercise,2013-12-18 00:00:00,2013,cat_a,74002.0,367.0,574.0,363.0,4,12,15,2013-12-15 00:00:00,972740.0,341757.0,12,2013,3372.0,759.0,2013-11-01,12,2013,3.2,2013,3,2013,4,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3192.011,15,12,2242642.0,10.1
December 2013 First Open Bidding Exercise,2013-12-04 00:00:00,2013,cat_a,73160.0,364.0,591.0,364.0,4,12,1,2013-12-01 00:00:00,972740.0,341757.0,12,2013,3372.0,759.0,2013-11-01,12,2013,3.2,2013,3,2013,4,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3183.161818181818,1,12,2242642.0,10.1
November 2013 Second Open Bidding Exercise,2013-11-20 00:00:00,2013,cat_a,74991.0,364.0,650.0,361.0,4,11,15,2013-11-15 00:00:00,972676.0,341869.0,11,2013,3388.0,798.0,2013-10-01,11,2013,3.2,2013,3,2013,4,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3156.975,15,11,2183361.0,10.1
November 2013 First Open Bidding Exercise,2013-11-06 00:00:00,2013,cat_a,72609.0,368.0,590.0,368.0,4,11,1,2013-11-01 00:00:00,972676.0,341869.0,11,2013,3388.0,798.0,2013-10-01,11,2013,3.2,2013,3,2013,4,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3203.7741666666666,1,11,2183361.0,10.1
October 2013 Second Open Bidding Exercise,2013-10-23 00:00:00,2013,cat_a,76889.0,373.0,596.0,373.0,4,10,15,2013-10-15 00:00:00,972153.0,342017.0,10,2013,2828.0,719.0,2013-09-01,10,2013,3.2,2013,3,2013,4,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3077.538,15,10,2086775.0,10.1
October 2013 First Open Bidding Exercise,2013-10-09 00:00:00,2013,cat_a,85000.0,365.0,615.0,361.0,4,10,1,2013-10-01 00:00:00,972153.0,342017.0,10,2013,2828.0,719.0,2013-09-01,10,2013,3.2,2013,3,2013,4,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3204.590909090909,1,10,2086775.0,10.1
September 2013 Second Open Bidding Exercise,2013-09-18 00:00:00,2013,cat_a,83751.0,370.0,654.0,361.0,3,9,15,2013-09-15 00:00:00,971189.0,341798.0,9,2013,2975.0,643.0,2013-08-01,9,2013,3.0,2013,2,2013,3,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3239.87875,15,9,2297446.0,10.1
September 2013 First Open Bidding Exercise,2013-09-04 00:00:00,2013,cat_a,77304.0,366.0,609.0,365.0,3,9,1,2013-09-01 00:00:00,971189.0,341798.0,9,2013,2975.0,643.0,2013-08-01,9,2013,3.0,2013,2,2013,3,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3099.7791666666667,1,9,2297446.0,10.1
August 2013 Second Open Bidding Exercise,2013-08-21 00:00:00,2013,cat_a,76223.0,366.0,596.0,360.0,3,8,15,2013-08-15 00:00:00,970640.0,341766.0,8,2013,3512.0,722.0,2013-07-01,8,2013,3.0,2013,2,2013,3,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3176.7709999999997,15,8,2189193.0,10.1
August 2013 First Open Bidding Exercise,2013-08-07 00:00:00,2013,cat_a,75556.0,373.0,754.0,371.0,3,8,1,2013-08-01 00:00:00,970640.0,341766.0,8,2013,3512.0,722.0,2013-07-01,8,2013,3.0,2013,2,2013,3,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3233.89,1,8,2189193.0,10.1
July 2013 Second Open Bidding Exercise,2013-07-17 00:00:00,2013,cat_a,73989.0,334.0,621.0,332.0,3,7,15,2013-07-15 00:00:00,970136.0,341774.0,7,2013,3688.0,713.0,2013-06-01,7,2013,3.0,2013,2,2013,3,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3202.058,15,7,2282765.0,10.1
July 2013 First Open Bidding Exercise,2013-07-03 00:00:00,2013,cat_a,73100.0,338.0,716.0,328.0,3,7,1,2013-07-01 00:00:00,970136.0,341774.0,7,2013,3688.0,713.0,2013-06-01,7,2013,3.0,2013,2,2013,3,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3142.16,1,7,2282765.0,10.1
June 2013 Second Open Bidding Exercise,2013-06-19 00:00:00,2013,cat_a,69903.0,342.0,788.0,341.0,2,6,15,2013-06-15 00:00:00,969472.0,341620.0,6,2013,3689.0,971.0,2013-05-01,6,2013,4.9,2013,1,2013,2,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3409.8922222222222,15,6,2124178.0,10.1
June 2013 First Open Bidding Exercise,2013-06-05 00:00:00,2013,cat_a,67301.0,341.0,855.0,336.0,2,6,1,2013-06-01 00:00:00,969472.0,341620.0,6,2013,3689.0,971.0,2013-05-01,6,2013,4.9,2013,1,2013,2,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3408.4175,1,6,2124178.0,10.1
May 2013 Second Open Bidding Exercise,2013-05-22 00:00:00,2013,cat_a,64839.0,333.0,888.0,324.0,2,5,15,2013-05-15 00:00:00,969171.0,341611.0,5,2013,4156.0,1033.0,2013-04-01,5,2013,4.9,2013,1,2013,2,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3303.1940000000004,15,5,2060941.0,10.1
May 2013 First Open Bidding Exercise,2013-05-08 00:00:00,2013,cat_a,62999.0,336.0,912.0,329.0,2,5,1,2013-05-01 00:00:00,969171.0,341611.0,5,2013,4156.0,1033.0,2013-04-01,5,2013,4.9,2013,1,2013,2,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3315.8741666666665,1,5,2060941.0,10.1
April 2013 Second Open Bidding Exercise,2013-04-24 00:00:00,2013,cat_a,62497.0,333.0,993.0,333.0,2,4,15,2013-04-15 00:00:00,969728.0,341880.0,4,2013,3781.0,864.0,2013-03-01,4,2013,4.9,2013,1,2013,2,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3280.16,15,4,2252444.0,10.1
April 2013 First Open Bidding Exercise,2013-04-10 00:00:00,2013,cat_a,61029.0,341.0,966.0,339.0,2,4,1,2013-04-01 00:00:00,969728.0,341880.0,4,2013,3781.0,864.0,2013-03-01,4,2013,4.9,2013,1,2013,2,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3276.341,1,4,2252444.0,10.1
March 2013 Second Open Bidding Exercise,2013-03-27 00:00:00,2013,cat_a,64209.0,337.0,923.0,337.0,1,3,15,2013-03-15 00:00:00,970117.0,342025.0,3,2013,2922.0,601.0,2013-02-01,3,2013,2.3,2012,4,2013,1,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3282.66,15,3,2020099.0,10.1
March 2013 First Open Bidding Exercise,2013-03-13 00:00:00,2013,cat_a,74689.0,336.0,1180.0,329.0,1,3,1,2013-03-01 00:00:00,970117.0,342025.0,3,2013,2922.0,601.0,2013-02-01,3,2013,2.3,2012,4,2013,1,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3282.5690000000004,1,3,2020099.0,10.1
February 2013 Second Open Bidding Exercise,2013-02-20 00:00:00,2013,cat_a,78301.0,333.0,427.0,329.0,1,2,15,2013-02-15 00:00:00,970300.0,342088.0,2,2013,3883.0,702.0,2013-01-01,2,2013,2.3,2012,4,2013,1,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3216.1433333333334,15,2,2051368.0,10.1
February 2013 First Open Bidding Exercise,2013-02-06 00:00:00,2013,cat_a,87109.0,335.0,418.0,333.0,1,2,1,2013-02-01 00:00:00,970300.0,342088.0,2,2013,3883.0,702.0,2013-01-01,2,2013,2.3,2012,4,2013,1,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3238.709230769231,1,2,2051368.0,10.1
January 2013 Second Open Bidding Exercise,2013-01-23 00:00:00,2013,cat_a,91010.0,409.0,489.0,409.0,1,1,15,2013-01-15 00:00:00,969910.0,341824.0,1,2013,3153.0,600.0,2012-12-01,1,2013,2.3,2012,4,2013,1,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3108.831,15,1,2367320.0,10.1
January 2013 First Open Bidding Exercise,2013-01-09 00:00:00,2013,cat_a,92100.0,410.0,555.0,409.0,1,1,1,2013-01-01 00:00:00,969910.0,341824.0,1,2013,3153.0,600.0,2012-12-01,1,2013,2.3,2012,4,2013,1,5312437.0,7429.0,2.5,8637.0,6000.0,9515.0,6712.0,3170.5330000000004,1,1,2367320.0,10.1
December 2012 Second Open Bidding Exercise,2012-12-19 00:00:00,2012,cat_a,81889.0,395.0,499.0,378.0,4,12,15,2012-12-15 00:00:00,969260.0,341631.0,12,2012,3071.0,546.0,2012-11-01,12,2012,7.3,2012,3,2012,4,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3018.7844444444445,15,12,2168916.0,9.5
December 2012 First Open Bidding Exercise,2012-12-05 00:00:00,2012,cat_a,78523.0,395.0,482.0,378.0,4,12,1,2012-12-01 00:00:00,969260.0,341631.0,12,2012,3071.0,546.0,2012-11-01,12,2012,7.3,2012,3,2012,4,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,2990.1283333333336,1,12,2168916.0,9.5
November 2012 Second Open Bidding Exercise,2012-11-21 00:00:00,2012,cat_a,77291.0,396.0,540.0,393.0,4,11,15,2012-11-15 00:00:00,968636.0,341122.0,11,2012,3210.0,569.0,2012-10-01,11,2012,7.3,2012,3,2012,4,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3065.943,15,11,2084166.0,9.5
November 2012 First Open Bidding Exercise,2012-11-07 00:00:00,2012,cat_a,77201.0,395.0,621.0,393.0,4,11,1,2012-11-01 00:00:00,968636.0,341122.0,11,2012,3210.0,569.0,2012-10-01,11,2012,7.3,2012,3,2012,4,5183688.0,7273.0,2.1,8039.0,5624.0,8864.0,6286.0,3045.8633333333332,1,11,2084166.0,9.5
